"ID","NOMBRE_EMP","NOMBRE_FAE","REGIÓN_IN","PROVINCIA","COMUNA_INS","NOMBRE_INS","TIPO_INSTA","RECOBRERSO","UTM_NORTE","UTM_ESTE","LATITUD","LONGITUD","ESTADO_INS","METODO_CONS","NEAR_DIST","VOL_AUTORIZADO","VOL_ACTUAL","TOS/IUTORIZADO","TOS/ICTUAL","RES_APRUEBA","RES_PDC_APRUEBA","RES_PDC_FECHA","RES_APRUEBA_FECHA"
"261","SUC. LUIS ALVAREZ SIERRA","PLANTA ESPERANZA","IV","CHOAPA","ILLAPEL","DEPOSITO ","TRANQUE DE RELAVE","COBRE-ORO","6524245.17","304045.41","-31.3999","-71.0611","ABANDONADO","S/I","25308.145690857","7095","0","10643","0","S/I","S/I","S/I","S/I"
"262","MANUEL AGUIRRE BUSTAMANTE","PLANTA LA FORTUNA","IV","CHOAPA","ILLAPEL","LA FORTUNA 3","TRANQUE DE RELAVE","COBRE-ORO","6522934.38","301794.08","-31.4113","-71.0850","INACTIVO","AGUAS ARRIBA","25495.152269189","5670","0","8505","0","S/I","913","3/25/2014","S/I"
"263","EDUARDO LERY LERY","FAENA KATTIA","IV","CHOAPA","ILLAPEL","KATTIA 2","TRANQUE DE RELAVE","COBRE","6527236.94","303046.31","-31.3727","-71.0710","INACTIVO","AGUAS ARRIBA","22624.831718415","47141","0","70711","0","204","S/I","S/I","2/7/1986"
"264","SUC. LUIS ALVAREZ SIERRA","PLANTA ESPERANZA","IV","CHOAPA","ILLAPEL","ESPERANZA 1","TRANQUE DE RELAVE","COBRE-ORO","6524616.11","304553.94","-31.3966","-71.0556","ABANDONADO","AGUAS ARRIBA","24848.289493479","46700","0","70050","0","144","S/I","S/I","2/1/1985"
"265","SUC. LUIS ALVAREZ SIERRA","PLANTA ESPERANZA","IV","CHOAPA","ILLAPEL","ESPERANZA 2","TRANQUE DE RELAVE","COBRE-ORO","6523593.23","304011.54","-31.4057","-71.0615","ABANDONADO","AGUAS ARRIBA","25954.227701238","12100","0","18150","0","S/I","S/I","S/I","S/I"
"266","CIA. MINERA KALLEU (GUILLERMO DELGADO)","PLANTA LOS CANELOS","IV","CHOAPA","ILLAPEL","LOS CANELOS 3","TRANQUE DE RELAVE","COBRE-ORO","6528301.49","300184.64","-31.3626","-71.1008","INACTIVO","S/I","22558.249888421","3050","0","4575","0","763","S/I","S/I","5/23/1999"
"267","CIA. MINERA KALLEU (GUILLERMO DELGADO)","PLANTA LOS CANELOS","IV","CHOAPA","ILLAPEL","LOS CANELOS ANTIGUO","TRANQUE DE RELAVE","COBRE-ORO","6528243.26","300099.49","-31.3631","-71.1017","INACTIVO","S/I","22645.219443041","38300","0","57450","0","630","S/I","S/I","6/24/1986"
"268","SOC. MINERA LOS VILOS","FAENA DON MARCIAL GARCIA","IV","CHOAPA","LOS VILOS","LOS GLADIADORES","EMBALSE","ORO-COBRE","6464419.50","298583.85","-31.9383","-71.1308","ACTIVO","EMBALSE","23511.805156763","24000","3167","36000","4750","690","S/I","S/I","4/15/2009"
"269","MINERA LOS PELAMBRES","FAENA LOS PELAMBRES","IV","CHOAPA","SALAMANCA","EL CHINCHE","TRANQUE DE RELAVE","COBRE","6475733.03","349354.47","-31.8442","-70.5921","INACTIVO","S/I","36234.603691281","2820100","0","4230150","0","S/I","1603","6/15/2015","S/I"
"270","CEMIN","PLANTA BATUCO","RM","CHACABUCO","LAMPA","TRANQUE DE RELAVE 1-PRISMA DE SEGURIDAD-CIERRE MEJORADO","TRANQUE DE RELAVE","COBRE","6318853.36","328750.10","-33.2557","-70.8384","INACTIVO","S/I","5685.0683401866","170000","S/I","250000","S/I","33","771","8/7/2007","1/9/1989"
"271","CEMIN","PLANTA BATUCO","RM","CHACABUCO","LAMPA","TRANQUE DE RELAVE 2","TRANQUE DE RELAVE","COBRE","6318830.87","328928.69","-33.2560","-70.8365","INACTIVO","S/I","5786.7056379379","S/I","S/I","S/I","S/I","69","S/I","S/I","1/17/1992"
"272","CEMIN","PLANTA BATUCO","RM","CHACABUCO","LAMPA","EMBALSE DE RELAVES","EMBALSE","COBRE","6318764.72","329002.78","-33.2566","-70.8357","INACTIVO","EMBALSE","5788.4811982626","26636","S/I","39954","S/I","69","771","8/7/2007","1/17/1992"
"273","ENRIQUE MERINO M.","PLANTA TRINCHERA","IV","CHOAPA","SALAMANCA","TRINCHERA","TRANQUE DE RELAVE","COBRE-ORO","6486308.44","316422.21","-31.7440","-70.9380","INACTIVO","EJE CENTRAL","4744.6210059998","8495","0","12742","0","525","S/I","S/I","5/16/1989"
"274","MARIA TAPIA OCARANZA","PLANTA SAN ELISEO","IV","CHOAPA","SALAMANCA","SAN ELISEO 1","TRANQUE DE RELAVE","COBRE-ORO","6482266.87","312053.40","-31.7797","-70.9849","INACTIVO","EJE CENTRAL","1689.3535969671","33400","0","50100","0","649","S/I","S/I","7/17/1987"
"275","EDUARDO GOMEZ TORREJON","PLANTA SANTO DOMINGO","IV","CHOAPA","SALAMANCA","SANTO DOMINGO 1-2","TRANQUE DE RELAVE","COBRE-ORO","6482586.53","312397.74","-31.7769","-70.9812","INACTIVO","AGUAS ARRIBA","1353.4900935486","29200","0","43800","0","501","S/I","S/I","6/1/1987"
"276","CIA. MINERA TAHUINCO","PLANTA EL ARENAL (EX LOS PELADEROS)","IV","CHOAPA","SALAMANCA","EL ARENAL","TRANQUE DE RELAVE","COBRE","6460410.85","318989.38","-31.9779","-70.9157","ABANDONADO","S/I","22603.904704713","39492","0","59238","0","S/I","S/I","S/I","S/I"
"277","JULIO MERINO","PLANTA MERINO","IV","CHOAPA","SALAMANCA","MERINO","TRANQUE DE RELAVE","COBRE","6460674.96","318979.48","-31.9755","-70.9158","INACTIVO","AGUAS ABAJO","22344.782021668","14400","0","21600","0","S/I","S/I","S/I","S/I"
"278","CIA. MINERA CERRO NEGRO S.A.","PLANTA CERRO NEGRO","V","PETORCA","CABILDO","CERRO NEGRO 6","TRANQUE DE RELAVE","COBRE-ORO","6394222.99","322410.99","-32.5752","-70.8919","INACTIVO","EJE CENTRAL","23244.379223106","3875476","4478970","6693124","6519732","4280","615","4/7/2009","12/22/2011"
"279","CIA. MINERA LA PATAGUA","LA PATAGUA","V","PETORCA","LA LIGUA","LA PATAGUA 4A","TRANQUE DE RELAVE","COBRE","6397907.76","299343.68","-32.5381","-71.1367","INACTIVO","S/I","13181.459424382","1684633","0","2526950","0","1237","S/I","S/I","5/25/2005"
"280","MARIA TAPIA OCARANZA","PLANTA SAN ELISEO","IV","CHOAPA","SALAMANCA","SAN ELISEO 2","TRANQUE DE RELAVE","COBRE-ORO","6482302.47","312080.28","-31.7794","-70.9846","INACTIVO","EJE CENTRAL","1660.1577741792","22300","0","33450","0","649","S/I","S/I","7/17/1987"
"281","CIA. MINERA CLARITA S.A.","PLANTA BELLAVISTA","V","SAN FELIPE","SAN FELIPE","BELLAVISTA 1-2","TRANQUE DE RELAVE","COBRE-ORO","6381602.54","332003.27","-32.6905","-70.7920","INACTIVO","S/I","9241.1589036283","213360","0","320049","0","S/I","S/I","S/I","S/I"
"282","PETRONILA DÍAZ","PETRONILA DIAZ","V","PETORCA","PETORCA","PETRONILA DIAZ","TRANQUE DE RELAVE","ORO","6429749.54","317788.89","-32.2542","-70.9343","ABANDONADO","S/I","156.48517875081","500","0","750","0","S/I","S/I","S/I","S/I"
"283","ALEJANDRO LOPEZ ALIAGA","PLANTA VETA DEL AGUA","V","QUILLOTA","NOGALES","VETA DEL AGUA 5","EMBALSE","ORO","6381748.28","300382.18","-32.6839","-71.1291","INACTIVO","EMBALSE","8951.2982562124","82620","0","123930","0","456","S/I","S/I","4/26/1989"
"284","SM. DIAMANTINA LTDA.","PLANTA DIAMANTINO","V","SAN FELIPE","PUTAENDO","DIAMANTINO","EMBALSE","COBRE","6400417.00","347131.51","-32.5231","-70.6276","INACTIVO","EMBALSE","26701.890932057","402190","0","1005480","0","S/I","S/I","S/I","S/I"
"285","SOC. MINERA LOS ROBLES SpA","PODER DE COMPRAS PLANTA CHILENO RUMANA DE CHANCON","VI","CACHAPOAL","RANCAGUA","CHANCON 1","TRANQUE DE RELAVE","COBRE","6227677.76","332688.65","-34.0783","-70.8133","INACTIVO","S/I","12021.802320354","30660","0","44457","0","633","S/I","S/I","7/15/1996"
"286","SOC. MINERA LOS ROBLES SpA","PODER DE COMPRAS PLANTA CHILENO RUMANA DE CHANCON","VI","CACHAPOAL","RANCAGUA","CHANCON 2","EMBALSE","COBRE","6227534.22","332634.41","-34.0796","-70.8139","ACTIVO","EMBALSE","11931.032219438","230067","39979","345100","  37,736 ","801","S/I","S/I","9/23/2008"
"287","OSVALDO GAMBOA VEGA","NUEVA MOLLAQUITA","IV","ELQUI","LA SERENA","NUEVA MOLLAQUITA","EMBALSE","COBRE","6671081.55","295442.21","-30.0743","-71.1223","INACTIVO","EMBALSE","20179.439615131","1800","0","2700","0","S/I","1200","8/28/2015","S/I"
"288","DESCONOCIDO","LA DIAMANTINA","I","TAMARUGAL","POZO ALMONTE","TRANQUE","TRANQUE DE RELAVE","COBRE","7720963.21","428088.28","-20.6091","-69.6901","ABANDONADO","S/I","63508.306752728","1590","0","2385","0","S/I","S/I","S/I","S/I"
"289","CEMIN","PLANTA CHINGOLES","IV","ELQUI","LA HIGUERA","CHINGOLES 1","EMBALSE","COBRE","6740798.65","330079.18","-29.4507","-70.7521","ABANDONADO","EMBALSE","43751.819438608","80000","S/I","120000","S/I","206","S/I","S/I","2/7/1986"
"290","SCM EL TOQUI","FAENA EL TOQUI","XI","COYHAIQUE","COYHAIQUE","LA LEÑERA","TRANQUE DE RELAVE","ORO","5009098.00","268287.20","-45.0337","-71.9417","INACTIVO","S/I","60882.328701188","367654","0","551481","0","400","252","3/23/2010","4/8/1995"
"291","MINERA POLAR MINING CHILE LTDA.","CHEPICA","VII","TALCA","PENCAHUE","CHEPICA","EMBALSE","ORO-COBRE","6081749.00","240745.89","-35.3739","-71.8537","INACTIVO","EMBALSE","5510.8361835341","273333","267904","  410,000 ","  178,593 ","559","S/I","S/I","3/3/2004"
"292","PATS","PLANTA PATS","V","PETORCA","PETORCA","PLANTA PATS","EMBALSE","ORO","6431146.62","322955.98","-32.2424","-70.8792","INACTIVO","EMBALSE","5405.1157271925","31450","0","47175","0","342","S/I","S/I","4/1/1996"
"293","CIA. MINERA LOS MAITENES","LOS MAITENES","V","VALPARAISO","PUCHUNCAVI","EMBALSE LOS MAITENES","EMBALSE","COBRE","6369641.86","269179.42","-32.7870","-71.4647","INACTIVO","EMBALSE","22689.321953969","9660","0","14490","0","S/I","S/I","S/I","S/I"
"294","CIA. MINERA CAN-CAN","BRONCE DE PETORCA","V","PETORCA","PETORCA","TERRAZAS 2","EMBALSE","COBRE","6432828.30","314783.89","-32.2259","-70.9656","INACTIVO","EMBALSE","4148.3454107802","960964","471454","1441447","707181","836","836","10/23/2012","10/23/2012"
"295","SINDICATO PIRQUINEROS DE PETORCA","LA VEGA","V","PETORCA","PETORCA","EMBALSE DE RELAVES DEL SINDICATO INDEPENDIENTE DE PIRQUINEROS DE PETORCA","EMBALSE","COBRE","6433389.27","323148.40","-32.2222","-70.8767","ACTIVO","EMBALSE","6479.8079600784","5175","0","8280","0","3883","S/I","S/I","12/24/2003"
"296","INVERSIONES RAY LTDA.","PLANTA SAN CRISTOBAL","III","COPIAPO","COPIAPO","DESCONOCIDO","TRANQUE DE RELAVE","COBRE","6962905.74","370314.58","-27.4512","-70.3123","INACTIVO","S/I","5530.7252223986","2034","0","3051","0","S/I","S/I","S/I","S/I"
"297","INVERSIONES RAY LTDA.","PLANTA SAN CRISTOBAL","III","COPIAPO","COPIAPO","DESCONOCIDO","TRANQUE DE RELAVE","COBRE","6962938.01","370293.95","-27.4509","-70.3125","INACTIVO","S/I","5565.6324328691","1125","0","1687","0","1062","S/I","S/I","9/22/1999"
"298","CIA. MINERA SAN ESTEBAN PRIMERA","PLANTA SANTA ESTEBAN (EX SANTA LAURA)","III","COPIAPO","COPIAPO","SANTA LAURA 2","TRANQUE DE RELAVE","COBRE","6968250.85","369370.36","-27.4028","-70.3213","INACTIVO","S/I","4404.0417630781","2797710","0","4196565","0","S/I","S/I","S/I","S/I"
"299","EXEQUIEL BUGUEÑO","SANTA ROSA","III","COPIAPO","COPIAPO","SANTA ROSA 2","EMBALSE","ORO","6965445.05","370298.57","-27.4283","-70.3122","INACTIVO","EMBALSE","7244.1619834741","4785","0","7177","0","S/I","S/I","S/I","S/I"
"300","SOC. MINERA UNION","PLANTA LA UNION (EX SAN LORENZO)","III","COPIAPO","COPIAPO","UNION","TRANQUE DE RELAVE","COBRE","6968489.31","366636.69","-27.4004","-70.3489","ABANDONADO","AGUAS ARRIBA","3958.9029821152","175000","0","262500","0","1230","S/I","S/I","12/10/1986"
"301","S. PIZARRO (EX RUBELINDO ALQUINTA)","PLANTA ANDACOLLO","III","COPIAPO","COPIAPO","ANDACOLLO 2","TRANQUE DE RELAVE","ORO","6966512.53","362832.75","-27.4179","-70.3876","ABANDONADO","S/I","7549.7074920955","3200","0","4640","0","S/I","S/I","S/I","S/I"
"302","CARLOS SOTO FUENTEALBA","PLANTA PORVENIR","III","COPIAPO","COPIAPO","PORVENIR ","TRANQUE DE RELAVE","COBRE","6969684.76","368496.33","-27.3898","-70.3300","INACTIVO","EJE CENTRAL","2755.1222697504","15200","0","22800","0","69","402","1/25/2005","1/16/1987"
"303","MANUEL ACHU PEREZ","PLANTA CUESTA CARDONES","III","COPIAPO","COPIAPO","CUESTA CARDONES 1","TRANQUE DE RELAVE","COBRE-ORO","6969831.09","367829.75","-27.3884","-70.3367","INACTIVO","EJE CENTRAL","2486.2153981697","5600","0","8400","0","1085","S/I","S/I","10/31/1986"
"304","LUIS MORALES","DESCONOCIDO","III","COPIAPO","COPIAPO","DESCONOCIDO","TRANQUE DE RELAVE","COBRE","6971970.85","367024.89","-27.3690","-70.3446","INACTIVO","S/I","726.62224124071","10637","0","15956","0","S/I","S/I","S/I","S/I"
"305","CIA. MINERA PURIFICACION","PLANTA PURIFICACION","III","COPIAPO","COPIAPO","PURIFICACION 1","TRANQUE DE RELAVE","ORO","6966544.75","369988.20","-27.4183","-70.3152","INACTIVO","AGUAS ARRIBA","6216.9756266196","500","0","750","0","S/I","633","7/10/1985","S/I"
"306","NUÑEZ HNOS","PLANTA LLAUCAVEN","III","COPIAPO","COPIAPO","LLAUCAVEN 1","TRANQUE DE RELAVE","ORO-COBRE","6968110.16","370695.67","-27.4042","-70.3079","INACTIVO","S/I","5179.8528838304","33814","0","50721","0","732","S/I","S/I","8/6/1985"
"307","NUÑEZ HNOS","PLANTA LLAUCAVEN","III","COPIAPO","COPIAPO","LLAUCAVEN 2","TRANQUE DE RELAVE","ORO-COBRE","6968235.04","370621.58","-27.4031","-70.3087","INACTIVO","AGUAS ARRIBA","5035.2427195122","210795","0","316192","0","732","S/I","S/I","8/6/1985"
"308","DELIA NIETO ROBLE","PLANTA TANIA","III","COPIAPO","COPIAPO","TANIA","TRANQUE DE RELAVE","COBRE-ORO","6968041.71","370877.30","-27.4049","-70.3061","INACTIVO","AGUAS ARRIBA","5342.6765392371","4300","0","6450","0","177","S/I","S/I","2/5/1988"
"309","DOMINGO GUGGIANA","PLANTA GUGGIANA","III","COPIAPO","COPIAPO","GUGGIANA","TRANQUE DE RELAVE","ORO-COBRE","6973628.09","365965.31","-27.3540","-70.3551","ABANDONADO","EJE CENTRAL","2150.8733417802","71000","0","106500","0","146","S/I","S/I","2/1/1985"
"310","SCM ZEPOLAC","PLANTA DON LUIS","III","COPIAPO","TIERRA AMARILLA","DON LUIS 2","TRANQUE DE RELAVE","COBRE","6959243.47","372659.63","-27.4845","-70.2890","INACTIVO","AGUAS ARRIBA","2384.8150744233","10000","0","15000","0","566","S/I","S/I","6/2/1986"
"311","VICTOR JENSEN","PLANTA LA FLORIDA","III","COPIAPO","TIERRA AMARILLA","LA FLORIDA 2","TRANQUE DE RELAVE","ORO","6965731.07","375136.70","-27.4261","-70.2632","INACTIVO","AGUAS ARRIBA","5839.2682890053","2500","0","3750","0","567","S/I","S/I","6/2/1986"
"312","ACIBOL SpA","PLANTA IRMITA","III","COPIAPO","COPIAPO","EMBALSE DE RELAVES","EMBALSE","COBRE","6968009.99","366317.91","-27.4047","-70.3522","ACTIVO","EMBALSE","4508.3700270776","280495","140037","  420,743 ","  307,576 ","349","S/I","S/I","7/25/2013"
"313","ADMIRALTY MINERALS CHILE PTY LTDA","PROYECTO MARIPOSA","III","HUASCO","VALLENAR","MARIPOSA","ESPESADO","HIERRO","6826079.00","322041.00","-28.6803","-70.8214","EN CONSTRUCCION","EMBALSE","S/I","S/I","S/I","9900000","S/I","237","S/I","S/I","2/13/2023"
"314","LUIS CORTES JARA","PLANTA MARIA ISABEL","III","COPIAPO","TIERRA AMARILLA","MARIA ISABEL 3","TRANQUE DE RELAVE","COBRE","6963158.05","374418.13","-27.4493","-70.2708","INACTIVO","AGUAS ARRIBA","3307.0477000627","10000","0","15000","0","702","S/I","S/I","6/15/1986"
"315","CIA. MINERA ORO VERDE","AMANDA","III","COPIAPO","COPIAPO","AMANDA (EX CHARITO)","TRANQUE DE RELAVE","ORO","6967265.98","365269.59","-27.4113","-70.3629","INACTIVO","S/I","5586.3047308597","14650","S/I","21960","S/I","S/I","S/I","S/I","S/I"
"316","NATIMAN FLORES DIAZ","PLANTA OJOS DE AGUA","III","COPIAPO","COPIAPO","OJOS DE AGUA","TRANQUE DE RELAVE","ORO","6967564.00","366283.55","-27.4087","-70.3526","ACTIVO","EMBALSE","4963.5054677669","16667","S/I","  25,000 ","  8,340 ","443","316","4/25/2014","4/29/1997"
"317","CMC SALI HOCHSCHILD S.A.","OJANCOS","III","COPIAPO","COPIAPO","OJANCOS 2","TRANQUE DE RELAVE","COBRE","6972231.24","366464.66","-27.3666","-70.3503","INACTIVO","AGUAS ARRIBA","1204.531125348","1602066","0","2403100","0","1969","S/I","S/I","11/2/1970"
"318","CIA. MINERA DEL PACIFICO","CERRO NEGRO NORTE","III","COPIAPO","COPIAPO","CERRO NEGRO NORTE","ESPESADO","HIERRO","6998543.82","365048.51","-27.1290","-70.3617","ACTIVO","S/I","26362.196157557","68965517","13901803","  100,000,000 ","  27,576,670 ","2856","1932","7/30/2015","11/9/2017"
"319","SOC. MINERA SERPROMIN","PLANTA EL ARENAL","V","SAN FELIPE","PUTAENDO","EL ARENAL 1","EMBALSE","COBRE","6385466.70","335391.26","-32.6562","-70.7552","INACTIVO","EMBALSE","10830.489092353","29364","0","44046","0","262","S/I","S/I","3/11/1996"
"320","SOC. MINERA SERPROMIN","PLANTA EL ARENAL","V","SAN FELIPE","PUTAENDO","EL ARENAL 3","EMBALSE","COBRE","6385520.94","335340.99","-32.6557","-70.7557","INACTIVO","EMBALSE","10897.197558919","388158","0","582237","0","1568","S/I","S/I","10/28/2013"
"321","NICANOR VILLALOBOS","PLANTA SAN MIGUEL","IV","LIMARI","MONTE PATRIA","SAN MIGUEL","TRANQUE DE RELAVE","ORO","6589226.90","347256.31","-30.8203","-70.5969","INACTIVO","AGUAS ARRIBA","37181.94541687","4400","0","6600","0","S/I","S/I","S/I","S/I"
"322","MINERA DIAMANTINO LTDA.","PLANTA ANA MARIA","IV","CHOAPA","ILLAPEL","ANA MARIÂA 1","TRANQUE DE RELAVE","COBRE-ORO","6520919.67","308729.04","-31.4306","-71.0125","INACTIVO","AGUAS ARRIBA","26516.810214425","199600","0","299400","0","S/I","S/I","S/I","S/I"
"323","GUILLERMO DELGADO","PLANTA ASIENTO VIEJO","IV","CHOAPA","ILLAPEL","ASIENTO VIEJO 2","TRANQUE DE RELAVE","ORO","6501661.52","298473.94","-31.6025","-71.1242","INACTIVO","EJE CENTRAL","5006.6326845967","5500","0","8250","0","103","S/I","S/I","1/18/1984"
"324","GUILLERMO DELGADO","PLANTA ASIENTO VIEJO","IV","CHOAPA","ILLAPEL","ASIENTO VIEJO 3","TRANQUE DE RELAVE","ORO","6501703.59","298462.82","-31.6021","-71.1243","INACTIVO","EJE CENTRAL","5025.0369663357","1800","0","2700","0","S/I","S/I","S/I","S/I"
"325","CIA. MINERA DEL PACIFICO","PLANTA PELLETS","III","HUASCO","HUASCO","DEPÓSITO DE RELAVES FILTRADOS – PLANTA DE PELLETS","FILTRADO","HIERRO","6846128.86","279586.60","-28.4929","-71.2518","ACTIVO","FILTRADO","S/I","S/I","S/I","13800000","S/I","1527","S/I","S/I","05-09-2022"
"326","SOC. PUNTA DEL COBRE S.A.","PLANTA SAN JOSE","III","COPIAPO","COPIAPO","LAS CRUCES","TRANQUE DE RELAVE","COBRE","6963160.58","369097.38","-27.4488","-70.3246","ACTIVO","EJE CENTRAL","6705.5141462827","53533333","36884188","  80,300,000 ","  72,052,097 ","952","384","4/16/2007","4/4/2018"
"327","SOC. PUNTA DEL COBRE S.A.","PLANTA PUCOBRE","III","COPIAPO","TIERRA AMARILLA","EL BUITRE","TRANQUE DE RELAVE","COBRE","6959591.65","372753.59","-27.4813","-70.2880","INACTIVO","S/I","2220.9879887864","4400000","0","6600000","0","185","1050","4/26/2005","1/20/1998"
"328","SLM TESORO I DE LA HIGUERA","FAENA TESORO","IV","ELQUI","LA HIGUERA","TESORO 4","TRANQUE DE RELAVE","COBRE","6750113.00","299572.00","-29.3622","-71.0648","ACTIVO","EJE CENTRAL","21252.744090332","166800","121704","235188","  302,125 ","1253","S/I","S/I","5/26/2005"
"329","CIA. EXPLORACION DE MINAS SAN ANDRES","PLANTA ELISA DE BORDOS","III","COPIAPO","TIERRA AMARILLA","ELISA DE BORDOS 1","TRANQUE DE RELAVE","COBRE","6933401.53","382809.39","-27.7186","-70.1888","INACTIVO","AGUAS ARRIBA","27633.250060707","900000","0","1350000","0","205","S/I","S/I","2/18/1985"
"330","MINERA LUMINA COPPER CHILE LTDA.","CASERONES","III","COPIAPO","TIERRA AMARILLA","ARENAS EL TAMBO","TRANQUE DE RELAVE","COBRE","6881687.10","445592.67","-28.1894","-69.5543","ACTIVO","S/I","105093.69626509","380000000","18071705","  570,000,000 ","  62,853,799 ","3370","306","2/6/2012","11/2/2011"
"331","CIA. MINERA PURIFICACION","PLANTA PURIFICACION","III","COPIAPO","COPIAPO","EMBALSE DE RELAVES","EMBALSE","ORO","6966543.69","370095.09","-27.4183","-70.3142","INACTIVO","EMBALSE","6258.6551829297","8308","0","12462","0","S/I","S/I","S/I","S/I"
"332","DESCONOCIDO","DESCONOCIDO","III","COPIAPO","TIERRA AMARILLA","PABELLON","TRANQUE DE RELAVE","COBRE","6940516.72","378088.69","-27.6540","-70.2359","ABANDONADO","S/I","19629.883638427","8700","S/I","13050","S/I","S/I","S/I","S/I","S/I"
"333","CARLOS GREGORIO ARAYA CAMPAÑA","PLANTA DE BENEFICIO CARLOS ARAYA CAMPAÑA","IV","ELQUI","COQUIMBO","TRANQUE DE RELAVE","TRANQUE DE RELAVE","COBRE","6656945.89","286907.60","-30.2003","-71.2136","INACTIVO","S/I","12877.501388752","13965","0","20947","0","106","S/I","S/I","1/17/2012"
"334","DINKA RAMIREZ ALBALLAY ","SAN LUIS","IV","ELQUI","LA SERENA","TRANQUE DE RELAVES PLANTA SAN LUIS","TRANQUE DE RELAVE","COBRE","6676345.70","303633.00","-30.0282","-71.0364","ACTIVO","AGUAS ABAJO","S/I","S/I","S/I","62646","27185","632","S/I","S/I","15-10-2020"
"335","DINKA RAMIREZ (ROBINSON GONZALEZ)","PLANTA GONZALEZ","IV","ELQUI","LA SERENA","SAN LUIS","TRANQUE DE RELAVE","COBRE","6676276.49","303630.48","-30.0288","-71.0364","INACTIVO","EJE CENTRAL","24728.285779419","33163","33278","49745","47984","825","S/I","S/I","8/30/1989"
"336","MAURICIO ALBURQUENQUE NUÑEZ","SANTA TERESITA","IV","ELQUI","ANDACOLLO","SANTA TERESITA 2","TRANQUE DE RELAVE","ORO-COBRE","6654244.04","301271.92","-30.2271","-71.0650","INACTIVO","AGUAS ARRIBA","4250.363378283","74000","44312","111000","665","2146","S/I","S/I","10/15/2014"
"337","JUAN POLO DABED","FAENA TUNQUEN EX EL ALMENDRO","IV","CHOAPA","ILLAPEL","TUNQUEN 4 (EX EL ALMENDRO 4)","TRANQUE DE RELAVE","COBRE-ORO","6516635.28","300600.72","-31.4679","-71.0988","ABANDONADO","AGUAS ARRIBA","19125.205848718","73900","0","110850","0","205","S/I","S/I","2/7/1986"
"338","JORGE HONORES MILLA","PLANTA VICTORIA","IV","ELQUI","ANDACOLLO","VICTORIA 2","TRANQUE DE RELAVE","COBRE-ORO","6654105.44","300577.75","-30.2283","-71.0722","ABANDONADO","S/I","3701.4844983713","64000","0","96000","0","S/I","S/I","S/I","S/I"
"339","HECTOR GONZALEZ CASTILLO","PLANTA HUANA","IV","LIMARI","MONTE PATRIA","HUANA 2","TRANQUE DE RELAVE","COBRE","6600888.50","312984.79","-30.7102","-70.9529","ABANDONADO","AGUAS ARRIBA","1546.9186593813","78000","0","117000","0","10","S/I","S/I","1/4/1989"
"340","HECTOR GONZALEZ CASTILLO","PLANTA HUANA","IV","LIMARI","MONTE PATRIA","HUANA 1","TRANQUE DE RELAVE","COBRE","6601062.53","312916.58","-30.7086","-70.9536","ABANDONADO","AGUAS ARRIBA","1360.0975646916","67841","0","101761","0","10","S/I","S/I","1/4/1989"
"341","MINERA ALTO DE PUNITAQUI","DESCONOCIDO","IV","LIMARI","OVALLE","TAMAYA 2","TRANQUE DE RELAVE","COBRE","6617197.05","272713.93","-30.5561","-71.3696","ABANDONADO","S/I","32512.47577996","102498","0","153747","0","S/I","S/I","S/I","S/I"
"342","J. HERNANDEZ","PLANTA EL ALGARROBO","IV","LIMARI","RIO HURTADO","EL ALGARROBO","TRANQUE DE RELAVE","COBRE","6629429.29","308384.81","-30.4521","-70.9956","ABANDONADO","S/I","23881.040703623","22290","0","33435","0","S/I","S/I","S/I","S/I"
"343","RIGOBERTO VASQUEZ VERA","FAENA RIGOBERTO VASQUEZ VERA","IV","CHOAPA","ILLAPEL","SANTA TERESA 2","TRANQUE DE RELAVE","COBRE-ORO","6527144.29","303441.39","-31.3736","-71.0668","ACTIVO","EJE CENTRAL","22613.687778649","148056","56574","222084","84862","270","S/I","S/I","3/1/2018"
"344","MIGUEL AGUIRRE BUSTAMANTE","FAENA MIGUEL AGUIRRE BUSTAMANTE","IV","CHOAPA","ILLAPEL","PLUMA DE ORO","EMBALSE","COBRE-ORO","6497506.02","294053.53","-31.6392","-71.1717","INACTIVO","EMBALSE","1116.5524953789","48700","0","73050","0","2567","1049","7/27/2015","11/24/2014"
"345","EDUARDO OLIVARES CAÑAS","FAENA DOS ESPINOS","IV","ELQUI","LA HIGUERA","DOS ESPINOS 1-2","EMBALSE","ORO","6741492.30","326504.16","-29.4440","-70.7888","INACTIVO","EMBALSE","40382.703452731","26000","0","39000","0","1263","S/I","S/I","12/12/1988"
"346","MANUEL AGUIRRE BUSTAMANTE","FAENA LA FORTUNA","IV","CHOAPA","ILLAPEL","LA FORTUNA 2","TRANQUE DE RELAVE","COBRE","6522980.04","301811.17","-31.4109","-71.0848","INACTIVO","AGUAS ARRIBA","25543.771801692","21870","0","32805","0","1002","913","3/25/2014","10/19/1989"
